year,avgTemp,minTemp,maxTemp,rainFall,holiday,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,result
20180101,-1.3,-5.1,3.8,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,31558
20180102,-1.8,-4.3,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9717
20180103,-4.7,-7.1,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14646
20180104,-4.7,-8.7,-0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12412
20180105,-3,-5.6,1.6,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,13372
20180106,-2.8,-6.8,2.9,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,23759
20180107,-0.8,-5.7,2.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22232
20180108,1.3,-1.2,4,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,5228
20180109,-4.2,-6.1,-1.2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,7504
20180110,-7.5,-10.3,-4.8,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,9481
20180111,-11.1,-13.6,-7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8160
20180112,-10.2,-15.3,-5.4,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,7870
20180113,-4.4,-6.6,-1.2,0.4,1.2,1,0,0,0,0,0,0,0,0,0,0,0,19343
20180114,0.6,-4.4,5.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23825
20180115,4.7,1.8,7.7,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,5656
20180116,3.5,0.1,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7442
20180117,4.5,2.4,8.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12671
20180118,2.1,0.3,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12614
20180119,1,-2.5,5.5,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,14874
20180120,2.2,-1,6.9,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,28186
20180121,0.4,-3.7,5.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26918
20180122,0.2,-5.3,4,3.3,0,1,0,0,0,0,0,0,0,0,0,0,0,5586
20180123,-11.7,-14.6,-5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5271
20180124,-14.2,-16.3,-10.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6069
20180125,-14,-16.4,-9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7999
20180126,-14.8,-17.8,-10.7,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,6908
20180127,-9.9,-15.9,-3.5,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,15658
20180128,-6.3,-9.3,-1.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17145
20180129,-8.5,-11.6,-4.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5117
20180130,-5.3,-11.4,-0.8,2.9,0,1,0,0,0,0,0,0,0,0,0,0,0,7214
20180131,-2.6,-5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20415
20180201,-4,-8.8,1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11345
20180202,-2.4,-7.6,3.8,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,12154
20180203,-7.3,-10.4,-2.1,0.5,1.2,0,1,0,0,0,0,0,0,0,0,0,0,17011
20180204,-9.5,-12.8,-5.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14165
20180205,-9.4,-11.8,-5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4296
20180206,-10.1,-12.8,-5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5615
20180207,-8,-13.4,-1.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9842
20180208,-4.4,-9.7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13462
20180209,0.4,-5.3,6.1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,13118
20180210,-0.5,-6.9,3.2,0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,22095
20180211,-6.1,-9.5,-2.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18073
20180212,-5.8,-9.6,-1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5445
20180213,-0.8,-7.4,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8457
20180214,3.5,-0.7,8.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11685
20180215,-0.7,-3.7,4,0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,39274
20180216,-1.1,-5.5,4.9,0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,89394
20180217,-3,-7.1,1.4,0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,101258
20180218,-0.4,-4.9,5.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,52246
20180219,1.8,-1.9,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11077
20180220,0.9,-2.4,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12264
20180221,-0.9,-4.5,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22791
20180222,1.3,-3.9,5.4,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,19895
20180223,4.2,-0.3,8.6,3.7,1.1,0,1,0,0,0,0,0,0,0,0,0,0,19150
20180224,2.4,-1.1,7.2,0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,35003
20180225,1.9,-1.6,7.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,35074
20180226,3.1,-3.2,10.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8992
20180227,4.2,0.6,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12410
20180228,4.6,1.8,7.8,25,0,0,1,0,0,0,0,0,0,0,0,0,0,15328
20180301,-0.2,-4.3,3,0.5,1.2,0,0,1,0,0,0,0,0,0,0,0,0,24986
20180302,-0.7,-6.7,5.4,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,16933
20180303,7.9,-0.1,16.2,0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,45870
20180304,9.8,7.6,11.9,11.5,1,0,0,1,0,0,0,0,0,0,0,0,0,22384
20180305,5.5,1.3,11.4,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,5311
20180306,4.5,-1.1,10.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11799
20180307,6.4,2.2,10.7,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,16541
20180308,4.6,2.7,9.7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,12486
20180309,4.5,1.4,9.6,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,17459
20180310,4.6,0.7,9.7,0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,39961
20180311,6.4,2.7,12.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41920
20180312,8,2.2,15.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8237
20180313,12.4,5.2,18.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12892
20180314,17,13.6,22.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23461
20180315,12.4,8.4,16.6,27,0,0,0,1,0,0,0,0,0,0,0,0,0,9846
20180316,7.1,3.6,12.2,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,23343
20180317,6.6,0.5,14,0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,54259
20180318,8.2,5.4,12.5,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,39430
20180319,8,6.2,10.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7198
20180320,4.7,1.6,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12099
20180321,2.1,1.1,5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14111
20180322,4.9,0.6,11.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24037
20180323,6.1,1.8,12.5,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,23458
20180324,7.6,4,13.1,0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,45221
20180325,9.6,4.6,16.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,40960
20180326,11,5.3,18.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12588
20180327,13.3,7.7,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14154
20180328,14,9.4,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36130
20180329,15.4,11.8,21.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24099
20180330,14.8,9.8,21.9,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,33658
20180331,14,9.3,20.1,0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,62028
20180401,15.6,11.7,18.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,49555
20180402,18.4,14.9,23.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13317
20180403,17.8,14.9,21.2,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,26355
20180404,13.4,9.5,18.2,18.5,0,0,0,0,1,0,0,0,0,0,0,0,0,37960
20180405,7.6,6.7,9.5,10.5,0,0,0,0,1,0,0,0,0,0,0,0,0,15954
20180406,5.8,3,8.6,6.5,1.1,0,0,0,1,0,0,0,0,0,0,0,0,33537
20180407,4.2,1.4,8.6,0.2,1.2,0,0,0,1,0,0,0,0,0,0,0,0,54495
20180408,3.9,0.6,7.9,3,1,0,0,0,1,0,0,0,0,0,0,0,0,43200
20180409,7.9,0.1,15.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14910
20180410,15.1,6.9,21.9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,25586
20180411,12.6,8.7,17.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39544
20180412,13.3,6.8,19.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41747
20180413,14.6,8.3,19.3,0,1.1,0,0,0,1,0,0,0,0,0,0,0,0,44051
20180414,9,7.5,14.8,9,1.2,0,0,0,1,0,0,0,0,0,0,0,0,31653
20180415,9.5,5.6,14.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,60057
20180416,11.6,4.9,18.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16591
20180417,12.9,6.8,20.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28836
20180418,12.4,6.2,19.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43034
20180419,14,7.4,20.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35724
20180420,18.4,11,26.3,0,1.1,0,0,0,1,0,0,0,0,0,0,0,0,35508
20180421,18.7,12.3,25.6,0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,64197
20180422,15.5,10.7,21,15.5,1,0,0,0,1,0,0,0,0,0,0,0,0,35321
20180423,9.3,8.4,10.7,59,0,0,0,0,1,0,0,0,0,0,0,0,0,5282
20180424,12.1,8.9,16.1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,26028
20180425,14.6,5.7,23.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58232
20180426,14.9,10,22.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44428
20180427,15.7,9.7,23.3,0,1.1,0,0,0,1,0,0,0,0,0,0,0,0,41964
20180428,15.4,10.5,21.7,0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,71247
20180429,16.2,9.4,22.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,73729
20180430,19.2,14.1,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30613
20180501,20.4,17.8,23.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53088
20180502,15.1,8.7,19.7,12,0,0,0,0,0,1,0,0,0,0,0,0,0,28628
20180503,11.2,6.9,14.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,37312
20180504,14.1,8.8,20,0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,53217
20180505,18.3,11.6,24.6,0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,105407
20180506,16.6,15,20.7,22,1,0,0,0,0,1,0,0,0,0,0,0,0,61817
20180507,19.2,14,25.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60238
20180508,17.5,11.6,22.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20429
20180509,15.7,9.2,21.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41324
20180510,15.4,11.3,21.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37932
20180511,16.1,11.9,21.3,0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,53575
20180512,14.2,11.8,16.1,32,1.2,0,0,0,0,1,0,0,0,0,0,0,0,26196
20180513,15.8,12.7,20,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,60000
20180514,18.2,11.9,24.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15419
20180515,23.2,15.4,29.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28090
20180516,22.3,21.8,24.4,45,0,0,0,0,0,1,0,0,0,0,0,0,0,19301
20180517,20.9,18.8,23.5,83,0,0,0,0,0,1,0,0,0,0,0,0,0,23348
20180518,16.3,12.2,19.3,6.5,1.1,0,0,0,0,1,0,0,0,0,0,0,0,32934
20180519,17.6,10.3,24.7,0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,76671
20180520,17,11.5,22.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,70786
20180521,17.8,11.3,23.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21635
20180522,18.1,15.4,23.2,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,49276
20180523,17.3,13.6,23.3,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,34785
20180524,18.3,11.2,23.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32387
20180525,19.7,13.8,26.2,0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,38842
20180526,21.8,14,29.6,0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,61331
20180527,20.3,17.3,24.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,55966
20180528,22.3,16.2,29.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13927
20180529,21.4,19.1,25.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20697
20180530,20.2,15.8,24.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44398
20180531,20.9,14.2,27.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34603
20180601,23.8,17.5,30.2,0,1.1,0,0,0,0,0,1,0,0,0,0,0,0,36014
20180602,23.4,17.6,30.1,0,1.2,0,0,0,0,0,1,0,0,0,0,0,0,53452
20180603,24,16.9,30.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,42138
20180604,22.6,18.9,27.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10195
20180605,23.7,17.7,29.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18616
20180606,23,18.4,27.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48284
20180607,22.2,17.8,29.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21813
20180608,21.9,18.5,27,0,1.1,0,0,0,0,0,1,0,0,0,0,0,0,27497
20180609,23.7,18.9,30.1,0.5,1.2,0,0,0,0,0,1,0,0,0,0,0,0,46915
20180610,21.3,18.3,24.9,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,44516
20180611,20.2,18,23.9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,10596
20180612,21.3,16.6,27.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20338
20180613,22,18.3,27,0,1.2,0,0,0,0,0,1,0,0,0,0,0,0,44925
20180614,21.6,18.8,25.1,29,0,0,0,0,0,0,1,0,0,0,0,0,0,19964
20180615,21.7,17.2,27,16.5,1.1,0,0,0,0,0,1,0,0,0,0,0,0,29627
20180616,22.5,16.3,28.7,0,1.2,0,0,0,0,0,1,0,0,0,0,0,0,54743
20180617,22.8,18.9,27.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,54196
20180618,24.8,19.9,30.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12662
20180619,22.4,19.1,27.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19736
20180620,22.7,19.1,28.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33741
20180621,23.7,19.4,28.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28557
20180622,25,18.2,32,0,1.1,0,0,0,0,0,1,0,0,0,0,0,0,27577
20180623,24.5,20.9,28.9,0,1.2,0,0,0,0,0,1,0,0,0,0,0,0,52985
20180624,25.2,20.1,32.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,38413
20180625,27.1,21.3,32.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12471
20180626,22.3,20.2,26.9,71.5,0,0,0,0,0,0,1,0,0,0,0,0,0,5202
20180627,22.3,19.1,25.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,40529
20180628,23.3,20.6,27.3,26.5,0,0,0,0,0,0,1,0,0,0,0,0,0,25778
20180629,24.7,21.9,29.1,6.5,1.1,0,0,0,0,0,1,0,0,0,0,0,0,26727
20180630,24.4,21.6,27.9,14.5,1.2,0,0,0,0,0,1,0,0,0,0,0,0,35760
20180701,21.9,21,22.8,83.5,1,0,0,0,0,0,0,1,0,0,0,0,0,11197
20180702,22.6,20.6,25.3,59.5,0,0,0,0,0,0,0,1,0,0,0,0,0,6985
20180703,27.4,22.5,32.6,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,13305
20180704,27.3,24,31.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21875
20180705,25.3,23.4,29,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,20631
20180706,23.9,21.5,27.1,0,1.1,0,0,0,0,0,0,1,0,0,0,0,0,25874
20180707,23.7,19.5,29.2,0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,43182
20180708,23.3,17.7,28.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,41544
20180709,20.8,20.1,24.2,14,0,0,0,0,0,0,0,1,0,0,0,0,0,6520
20180710,23.7,20.4,26.5,16.5,0,0,0,0,0,0,0,1,0,0,0,0,0,12562
20180711,26.8,24.4,29.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,21494
20180712,26.6,25.1,28.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24538
20180713,27.3,24.7,30.9,0,1.1,0,0,0,0,0,0,1,0,0,0,0,0,20989
20180714,27.9,24.6,31.9,0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,33860
20180715,28.3,24.5,33.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,28742
20180716,28.7,24,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10654
20180717,28.1,23.9,32.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11422
20180718,28.2,23.7,33.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17781
20180719,28.7,23.2,34.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16948
20180720,29.5,24.6,34.7,0,1.1,0,0,0,0,0,0,1,0,0,0,0,0,15543
20180721,30.6,24.9,36.9,0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,22885
20180722,31.8,25.3,38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22906
20180723,31.7,29.2,35.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9580
20180724,31.4,27.2,36.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8481
20180725,30.1,27.7,34.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23091
20180726,30.1,27.3,33.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17275
20180727,30.9,27.2,35.4,0,1.1,0,0,0,0,0,0,1,0,0,0,0,0,17415
20180728,29.5,28,35.2,7.5,1.2,0,0,0,0,0,0,1,0,0,0,0,0,26450
20180729,31.3,26.4,36.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,28172
20180730,31.7,26.2,36.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14026
20180731,32.6,27.8,38.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12123
20180801,33.6,27.8,39.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20049
20180802,33.7,30.3,37.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21560
20180803,33.1,30,37.9,0,1.1,0,0,0,0,0,0,0,1,0,0,0,0,21472
20180804,31.1,28,34.9,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,29969
20180805,30,27.2,33.9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,20744
